peak_Hz,peak_Q,peak_mel,fourier_freq,        ampmax_n4,ampmax_n3,ampmax_n2,ampmax_n1,        ampmax_0,ampmax_p1,ampmax_p2,ampmax_p3,        num_samples,sample_rate,species
2304.052734375,15,2064.6758144450405,345,4220.5078125,3229.98046875,3229.98046875,2863.916015625,2282.51953125,2885.44921875,3057.71484375,1205.859375,63945,44100,American Robin
1593.45703125,43,1235.6632525954,2293,1270.458984375,1464.2578125,1485.791015625,1378.125,1614.990234375,1528.857421875,1701.123046875,1722.65625,63945,44100,Canada Goose
1937.98828125,55,2179.317341151332,4347,7665.8203125,3014.6484375,3014.6484375,3014.6484375,2347.119140625,1959.521484375,1894.921875,1787.255859375,63945,44100,Scarlet Tanager
5906.25,66,3544.3606937385,8663,5812.5,3351.5625,6187.5,5812.5,5765.625,5906.25,5906.25,5859.375,69600,48000,Carolina Chickadee
1614.990234375,43,1235.6632525954,2322,1593.45703125,1593.45703125,1528.857421875,1981.0546875,1356.591796875,1981.0546875,1894.921875,1571.923828125,63945,44100,American Crow
4177.44140625,60,2779.2601035454527,6056,6675.29296875,6632.2265625,6632.2265625,6675.29296875,6330.76171875,6653.759765625,3983.642578125,4134.375,63945,44100,Carolina Chickadee
6632.8125,59,2494.5486885421506,9634,3820.3125,3820.3125,3750.0,3820.3125,6164.0625,6234.375,6257.8125,6234.375,69600,48000,Carolina Chickadee
4781.25,62,4520.0852958284495,10907,4757.8125,4828.125,4828.125,4828.125,7875.0,7968.75,8062.5,4851.5625,69600,48000,Indigo Bunting
3375.0,13,2239.003521681573,188,3140.625,3375.0,3351.5625,3304.6875,3468.75,3398.4375,2929.6875,2812.5,69600,48000,Blue Jay
4328.173828125,61,2855.377251401062,6116,3251.513671875,6567.626953125,7149.0234375,5060.302734375,3660.64453125,3897.509765625,7062.890625,7407.421875,63945,44100,Indigo Bunting
2799.31640625,46,1903.9211763064616,4062,1313.525390625,1313.525390625,7385.888671875,5943.1640625,2540.91796875,2627.05078125,2756.25,2562.451171875,63945,44100,Blue Jay
2217.919921875,57,1618.9862188629947,3218,2583.984375,3488.37890625,2820.849609375,3531.4453125,2174.853515625,2217.919921875,2174.853515625,4242.041015625,63945,44100,Blue Jay
7644.287109375,71,4643.879394964275,11084,7730.419921875,7644.287109375,7536.62109375,7687.353515625,7149.0234375,6653.759765625,2605.517578125,5727.83203125,63945,44100,Tufted Titmouse
4608.10546875,64,3449.8769869545595,6683,5232.568359375,1787.255859375,7428.955078125,5490.966796875,5512.5,4112.841796875,4177.44140625,4112.841796875,63945,44100,Indigo Bunting
5749.365234375,17,3641.4320785415066,517,6330.76171875,6912.158203125,5813.96484375,5857.03125,5727.83203125,5792.431640625,5792.431640625,5857.03125,63945,44100,Rose-breasted Grosbeak
3682.177734375,60,2779.2601035454527,6042,5598.6328125,6632.2265625,6632.2265625,6610.693359375,4651.171875,6567.626953125,3875.9765625,3746.77734375,63945,44100,Carolina Chickadee
1359.375,35,1050.7377101547431,1640,1218.75,1546.875,1312.5,3960.9375,1640.625,1593.75,1359.375,1429.6875,69600,48000,Blue Jay
1744.189453125,54,1339.9945670973298,2537,4048.2421875,4048.2421875,2088.720703125,4801.904296875,1593.45703125,3380.712890625,3380.712890625,3423.779296875,63945,44100,American Robin
3488.37890625,57,2363.324628283645,107,3531.4453125,3445.3125,3509.912109375,2691.650390625,3466.845703125,3488.37890625,1808.7890625,3746.77734375,63945,44100,Blue Jay
1012.060546875,14,759.79382673208,125,6072.36328125,3574.51171875,1335.05859375,7342.822265625,3725.244140625,1744.189453125,1313.525390625,1248.92578125,63945,44100,Red-winged Blackbird
3539.0625,57,2300.3243609551837,5056,3562.5,3515.625,3562.5,3445.3125,3468.75,3515.625,3492.1875,3539.0625,69600,48000,Blue Jay
3186.9140625,55,2179.317341151332,4593,3165.380859375,3208.447265625,3208.447265625,3208.447265625,3143.84765625,3165.380859375,3186.9140625,3165.380859375,63945,44100,Blue Jay
3046.875,54,2064.6758144450405,4432,3023.4375,2976.5625,2882.8125,3093.75,3070.3125,3070.3125,3046.875,2437.5,69600,48000,Bald Eagle
2368.65234375,23,3741.1620115459477,720,2562.451171875,3079.248046875,2390.185546875,2906.982421875,6481.494140625,2648.583984375,3100.78125,4263.57421875,63945,44100,Indigo Bunting
2885.44921875,53,2009.6367704220825,4152,2627.05078125,2239.453125,2605.517578125,3509.912109375,2863.916015625,2863.916015625,2885.44921875,2820.849609375,63945,44100,Red-winged Blackbird
2531.25,51,1755.6828148163845,3653,2531.25,2531.25,2554.6875,2507.8125,2484.375,2507.8125,2578.125,2507.8125,69600,48000,Tufted Titmouse
3445.3125,57,2428.0503191005596,5111,2433.251953125,5060.302734375,3703.7109375,3552.978515625,3423.779296875,3531.4453125,3488.37890625,3402.24609375,63945,44100,Tufted Titmouse
2885.44921875,54,2009.6367704220825,4179,2497.8515625,3079.248046875,2648.583984375,3036.181640625,2842.3828125,2562.451171875,3186.9140625,3014.6484375,63945,44100,American Robin
4715.771484375,61,4282.309241202705,10089,4866.50390625,4500.439453125,2260.986328125,4435.83984375,6804.4921875,4715.771484375,4758.837890625,4758.837890625,63945,44100,Brown-headed Cowbird
2605.517578125,16,1853.1674450398705,3790,7105.95703125,5943.1640625,2024.12109375,7084.423828125,2820.849609375,6718.359375,4048.2421875,2497.8515625,63945,44100,Tufted Titmouse
4026.708984375,17,2428.0503191005596,125,4026.708984375,4069.775390625,1291.9921875,7321.2890625,6826.025390625,7213.623046875,6976.7578125,3596.044921875,63945,44100,Red-winged Blackbird
3186.9140625,55,2179.317341151332,4629,1658.056640625,3208.447265625,3208.447265625,3186.9140625,3165.380859375,2476.318359375,3122.314453125,3208.447265625,63945,44100,Blue Jay
2203.125,49,1575.8281341171266,3168,2789.0625,2835.9375,2812.5,2765.625,2296.875,2250.0,2343.75,2390.625,69600,48000,Bald Eagle
2454.78515625,14,4520.0852958284495,380,2217.919921875,1614.990234375,1571.923828125,1421.19140625,7515.087890625,7342.822265625,2433.251953125,1205.859375,63945,44100,Tufted Titmouse
5383.30078125,60,2855.377251401062,6305,4134.375,4844.970703125,4974.169921875,4866.50390625,4543.505859375,5297.16796875,5340.234375,5447.900390625,63945,44100,Indigo Bunting
2648.4375,52,1853.1674450398705,3830,2625.0,2695.3125,2625.0,2765.625,2507.8125,2671.875,2718.75,2671.875,69600,48000,Tufted Titmouse
6632.2265625,67,4057.0412364152144,9617,4155.908203125,4672.705078125,5857.03125,6632.2265625,7924.21875,4134.375,6653.759765625,6998.291015625,63945,44100,American Robin
3466.845703125,33,2363.324628283645,5035,1248.92578125,1248.92578125,1744.189453125,1378.125,3509.912109375,3488.37890625,3402.24609375,3273.046875,63945,44100,Blue Jay
3488.37890625,56,2363.324628283645,5058,1399.658203125,1421.19140625,1399.658203125,3337.646484375,3359.1796875,3251.513671875,2971.58203125,2196.38671875,63945,44100,American Robin
2067.1875,48,1853.1674450398705,3003,1313.525390625,1291.9921875,1765.72265625,2670.1171875,2562.451171875,2605.517578125,2067.1875,2024.12109375,63945,44100,Blue Jay
1765.72265625,46,1414.3980264081877,2555,1808.7890625,1744.189453125,2540.91796875,2519.384765625,1851.85546875,1873.388671875,2605.517578125,2476.318359375,63945,44100,Blue Jay
2742.1875,52,1853.1674450398705,174,1476.5625,1382.8125,1195.3125,1265.625,6984.375,1710.9375,1359.375,1382.8125,69600,48000,Tufted Titmouse
3351.5625,56,2239.003521681573,4985,3328.125,3234.375,3210.9375,6304.6875,3046.875,3000.0,3093.75,2906.25,69600,48000,Blue Jay
5340.234375,65,3544.3606937385,7745,5383.30078125,5383.30078125,5340.234375,5340.234375,5361.767578125,5340.234375,5383.30078125,5318.701171875,63945,44100,Carolina Chickadee
6914.0625,69,1903.9211763064616,4061,2437.5,6304.6875,6539.0625,5367.1875,4875.0,4804.6875,5953.125,7453.125,69600,48000,Tufted Titmouse
1359.375,35,785.9936138607725,1980,1359.375,1640.625,1335.9375,3984.375,1664.0625,1476.5625,1500.0,1242.1875,69600,48000,Blue Jay
8656.34765625,50,1755.6828148163845,3508,1765.72265625,8548.681640625,2971.58203125,2088.720703125,8613.28125,8656.34765625,4974.169921875,5017.236328125,63945,44100,Eastern Bluebird
3057.71484375,54,2121.2222434897826,4448,1571.923828125,1248.92578125,4435.83984375,3746.77734375,3746.77734375,3789.84375,3875.9765625,4005.17578125,63945,44100,Scarlet Tanager
3208.447265625,18,2239.003521681573,131,3208.447265625,3186.9140625,3186.9140625,3143.84765625,3552.978515625,3316.11328125,1313.525390625,3186.9140625,63945,44100,Red-winged Blackbird
1442.724609375,42,1170.6620161542858,2103,4242.041015625,4005.17578125,1485.791015625,1614.990234375,1528.857421875,1378.125,1808.7890625,1464.2578125,63945,44100,American Crow
4672.705078125,63,3096.466610829576,7011,4888.037109375,4694.23828125,4694.23828125,4672.705078125,4521.97265625,4543.505859375,4974.169921875,4974.169921875,63945,44100,Brown-headed Cowbird
3488.37890625,57,2363.324628283645,102,1464.2578125,1507.32421875,1356.591796875,5964.697265625,4349.70703125,3875.9765625,3703.7109375,3531.4453125,63945,44100,Red-winged Blackbird
1442.724609375,41,1139.4551226592705,2096,1356.591796875,1335.05859375,1291.9921875,1270.458984375,1442.724609375,1851.85546875,1421.19140625,1399.658203125,63945,44100,American Crow
2906.982421875,53,2009.6367704220825,4211,2497.8515625,2863.916015625,2885.44921875,2842.3828125,2734.716796875,2799.31640625,2971.58203125,3079.248046875,63945,44100,Blue Jay
1981.0546875,46,1453.1349346829675,2870,1959.521484375,1981.0546875,2820.849609375,2799.31640625,3725.244140625,2540.91796875,3617.578125,3789.84375,63945,44100,Blue Jay
1227.392578125,42,995.5919108903119,2191,1399.658203125,1485.791015625,1378.125,1399.658203125,1378.125,1205.859375,1205.859375,1270.458984375,63945,44100,Canada Goose
2799.31640625,53,1956.0649283422904,4076,4220.5078125,4220.5078125,4478.90625,3854.443359375,4220.5078125,1421.19140625,2756.25,4198.974609375,63945,44100,Blue Jay
2863.916015625,53,2009.6367704220825,4134,2476.318359375,5017.236328125,2153.3203125,4844.970703125,2885.44921875,2842.3828125,2950.048828125,2885.44921875,63945,44100,Red-winged Blackbird
4101.5625,60,2633.058990303261,5937,1335.9375,2906.25,1593.75,3000.0,3937.5,4101.5625,3820.3125,2390.625,69600,48000,Red-winged Blackbird
2343.75,50,1663.3262981669018,3528,2320.3125,2390.625,2437.5,2320.3125,2367.1875,2320.3125,2296.875,2296.875,69600,48000,Tufted Titmouse
3552.978515625,57,2428.0503191005596,5162,1571.923828125,1227.392578125,1270.458984375,4694.23828125,4177.44140625,3832.91015625,3596.044921875,3552.978515625,63945,44100,Red-winged Blackbird
2540.91796875,51,1853.1674450398705,3696,2648.583984375,2670.1171875,2648.583984375,2583.984375,2562.451171875,2540.91796875,2540.91796875,2519.384765625,63945,44100,Tufted Titmouse
5812.5,13,3449.8769869545595,8421,1593.75,1851.5625,1242.1875,5789.0625,5789.0625,11507.8125,5695.3125,5765.625,69600,48000,Red-winged Blackbird
2260.986328125,49,2179.317341151332,4545,6330.76171875,2174.853515625,1313.525390625,2067.1875,1528.857421875,3100.78125,3122.314453125,3014.6484375,63945,44100,Blue Jay
3036.181640625,55,2363.324628283645,5045,3789.84375,3639.111328125,3079.248046875,2540.91796875,3337.646484375,3100.78125,2260.986328125,2691.650390625,63945,44100,American Robin
1679.58984375,44,1304.273695349327,2437,1701.123046875,1701.123046875,1658.056640625,1701.123046875,1744.189453125,5211.03515625,1765.72265625,1744.189453125,63945,44100,Blue Jay
2531.25,15,1755.6828148163845,162,1289.0625,1265.625,2343.75,2507.8125,2554.6875,2531.25,2484.375,1242.1875,69600,48000,Tufted Titmouse
2476.318359375,51,1803.7666800985344,3606,2217.919921875,2734.716796875,2928.515625,3122.314453125,2627.05078125,2476.318359375,2476.318359375,2497.8515625,63945,44100,American Robin
1614.990234375,44,1235.6632525954,2442,2088.720703125,2239.453125,1744.189453125,1593.45703125,1593.45703125,1571.923828125,1636.5234375,1636.5234375,63945,44100,Blue Jay
2484.375,51,1755.6828148163845,3604,2601.5625,2484.375,2578.125,2437.5,2460.9375,2460.9375,2531.25,2390.625,69600,48000,Tufted Titmouse
1335.9375,40,1022.7276958555574,1930,1382.8125,1242.1875,1476.5625,1593.75,1335.9375,1265.625,1593.75,1406.25,69600,48000,American Crow
3562.5,14,2300.3243609551837,142,4125.0,5226.5625,5625.0,6398.4375,3562.5,3796.875,3750.0,3539.0625,69600,48000,Red-winged Blackbird
4801.904296875,62,3096.466610829576,6964,3509.912109375,4780.37109375,4952.63671875,5813.96484375,3875.9765625,4543.505859375,4521.97265625,6115.4296875,63945,44100,American Goldfinch
2304.052734375,50,1708.8807439736054,3561,1205.859375,1205.859375,2519.384765625,2670.1171875,2347.119140625,2110.25390625,1981.0546875,1981.0546875,63945,44100,Blue Jay
3014.6484375,55,2009.6367704220825,5142,3380.712890625,3488.37890625,3488.37890625,3552.978515625,3273.046875,3552.978515625,3445.3125,3466.845703125,63945,44100,Scarlet Tanager
2390.185546875,14,1708.8807439736054,3463,6546.09375,8634.814453125,7450.48828125,8204.150390625,2583.984375,4909.5703125,5749.365234375,2390.185546875,63945,44100,Blue Jay
2304.052734375,50,1663.3262981669018,3102,4091.30859375,3682.177734375,2540.91796875,2777.783203125,2347.119140625,2433.251953125,2799.31640625,2239.453125,63945,44100,Rose-breasted Grosbeak
3660.64453125,57,2300.3243609551837,4892,3552.978515625,2842.3828125,2799.31640625,3445.3125,4457.373046875,3445.3125,3359.1796875,3402.24609375,63945,44100,Purple Finch
2411.71875,50,1903.9211763064616,3830,6890.625,6826.025390625,6696.826171875,2627.05078125,2928.515625,3057.71484375,2713.18359375,2433.251953125,63945,44100,Blue Jay
1012.060546875,14,733.5940396033876,174,1227.392578125,1205.859375,1248.92578125,1205.859375,1464.2578125,1313.525390625,1205.859375,1227.392578125,63945,44100,Canada Goose
5343.75,23,3268.398522453182,703,1265.625,2156.25,1242.1875,1265.625,5367.1875,5390.625,1265.625,1781.25,69600,48000,Rose-breasted Grosbeak
1507.32421875,42,1170.6620161542858,2200,1571.923828125,1399.658203125,1421.19140625,1658.056640625,1528.857421875,1442.724609375,1291.9921875,1701.123046875,63945,44100,Canada Goose
7192.08984375,70,4399.591234802461,10437,8613.28125,8118.017578125,6890.625,8527.1484375,6998.291015625,6869.091796875,2024.12109375,2131.787109375,63945,44100,Tufted Titmouse
1765.72265625,45,1376.6937462995018,2546,1464.2578125,1291.9921875,4134.375,1593.45703125,1808.7890625,1787.255859375,1765.72265625,1701.123046875,63945,44100,Blue Jay
2928.515625,54,2064.6758144450405,4241,2239.453125,1744.189453125,1528.857421875,2777.783203125,2777.783203125,2950.048828125,2971.58203125,2153.3203125,63945,44100,Tufted Titmouse
2971.58203125,54,2179.317341151332,4309,2325.5859375,2583.984375,2282.51953125,2583.984375,3100.78125,2928.515625,2928.515625,3057.71484375,63945,44100,American Robin
1571.923828125,43,1235.6632525954,2349,1378.125,1937.98828125,1851.85546875,1528.857421875,1787.255859375,1744.189453125,1679.58984375,1485.791015625,63945,44100,American Crow
2531.25,15,1755.6828148163845,162,1218.75,1195.3125,2343.75,2531.25,2367.1875,2531.25,2460.9375,1265.625,69600,48000,Tufted Titmouse
1464.2578125,41,1139.4551226592705,125,1421.19140625,1399.658203125,1270.458984375,1421.19140625,1528.857421875,1507.32421875,1485.791015625,1442.724609375,63945,44100,American Crow
1485.791015625,42,1170.6620161542858,2136,1227.392578125,1313.525390625,1335.05859375,1378.125,1335.05859375,1528.857421875,1464.2578125,1507.32421875,63945,44100,American Crow
3423.779296875,59,2363.324628283645,4961,4134.375,3811.376953125,2476.318359375,4177.44140625,3897.509765625,4005.17578125,3875.9765625,4026.708984375,63945,44100,Scarlet Tanager
2842.3828125,54,2121.2222434897826,4121,1485.791015625,3057.71484375,3122.314453125,3036.181640625,2863.916015625,2863.916015625,2842.3828125,2842.3828125,63945,44100,Blue Jay
1765.72265625,60,1339.9945670973298,6075,5038.76953125,4134.375,1227.392578125,2605.517578125,1550.390625,1787.255859375,1744.189453125,1808.7890625,63945,44100,American Robin
4866.50390625,63,3181.27127036677,7078,4543.505859375,3531.4453125,4478.90625,3574.51171875,6524.560546875,3057.71484375,4242.041015625,3445.3125,63945,44100,Indigo Bunting
8699.4140625,72,5173.901310238113,12499,8613.28125,8634.814453125,8742.48046875,8699.4140625,7795.01953125,8613.28125,7988.818359375,2045.654296875,63945,44100,Tufted Titmouse
2799.31640625,53,2009.6367704220825,4059,2497.8515625,2433.251953125,2476.318359375,2368.65234375,2777.783203125,2885.44921875,2863.916015625,2777.783203125,63945,44100,Tufted Titmouse
3402.24609375,57,2363.324628283645,5005,1248.92578125,1248.92578125,1248.92578125,3962.109375,3574.51171875,3617.578125,3466.845703125,3359.1796875,63945,44100,Blue Jay
3359.1796875,16,2300.3243609551837,4890,1378.125,1356.591796875,1356.591796875,1270.458984375,3359.1796875,3380.712890625,3337.646484375,3423.779296875,63945,44100,Red-winged Blackbird
8085.9375,64,3096.466610829576,7515,4195.3125,4265.625,8039.0625,5414.0625,5039.0625,4828.125,4875.0,8085.9375,69600,48000,Indigo Bunting
1148.4375,38,916.9925495042345,1662,1335.9375,1218.75,1242.1875,1195.3125,1359.375,1382.8125,1312.5,1195.3125,69600,48000,Blue Jay
2454.78515625,51,1803.7666800985344,3555,2476.318359375,2519.384765625,2562.451171875,2562.451171875,2863.916015625,2756.25,2411.71875,2433.251953125,63945,44100,Tufted Titmouse
3466.845703125,33,2363.324628283645,5030,1270.458984375,3466.845703125,3466.845703125,3445.3125,3229.98046875,3143.84765625,4672.705078125,1205.859375,63945,44100,Blue Jay
3639.111328125,57,2428.0503191005596,5298,3596.044921875,3682.177734375,3639.111328125,3617.578125,3531.4453125,3359.1796875,2777.783203125,3854.443359375,63945,44100,Purple Finch
3186.9140625,56,2239.003521681573,107,2002.587890625,2368.65234375,2605.517578125,2670.1171875,3897.509765625,3294.580078125,3337.646484375,3359.1796875,63945,44100,Red-winged Blackbird
1162.79296875,37,943.1923366329269,1588,1636.5234375,1205.859375,1636.5234375,1614.990234375,1205.859375,1614.990234375,1421.19140625,1507.32421875,63945,44100,American Crow
2476.318359375,51,1803.7666800985344,3603,1528.857421875,2088.720703125,2390.185546875,5167.96875,2476.318359375,2454.78515625,2476.318359375,2454.78515625,63945,44100,Blue Jay
3229.98046875,56,2300.3243609551837,143,2713.18359375,2519.384765625,2239.453125,5684.765625,4220.5078125,3703.7109375,3531.4453125,3380.712890625,63945,44100,Red-winged Blackbird
3960.9375,59,2494.5486885421506,5710,5203.125,5906.25,9468.75,8859.375,8859.375,8156.25,9210.9375,3750.0,69600,48000,American Goldfinch
1012.060546875,20,733.5940396033876,617,3380.712890625,1830.322265625,1270.458984375,1291.9921875,1765.72265625,1679.58984375,1335.05859375,1378.125,63945,44100,American Robin
1614.990234375,43,1235.6632525954,2339,1679.58984375,1636.5234375,1658.056640625,1701.123046875,1528.857421875,1205.859375,1205.859375,1335.05859375,63945,44100,Mallard
7515.087890625,70,4520.0852958284495,10557,1485.791015625,1335.05859375,1808.7890625,5943.1640625,8311.81640625,7364.35546875,7407.421875,7149.0234375,63945,44100,Tufted Titmouse
1227.392578125,39,995.5919108903119,1841,1248.92578125,1270.458984375,1205.859375,1227.392578125,1442.724609375,1614.990234375,1464.2578125,1485.791015625,63945,44100,Canada Goose
3746.77734375,58,2562.8682859474306,4081,3596.044921875,3746.77734375,3725.244140625,3682.177734375,3359.1796875,3682.177734375,3552.978515625,3682.177734375,63945,44100,Blue Jay
4974.169921875,63,3181.27127036677,7238,6395.361328125,6416.89453125,7127.490234375,5124.90234375,4263.57421875,2842.3828125,2950.048828125,4155.908203125,63945,44100,Indigo Bunting
4931.103515625,39,3181.27127036677,7159,5232.568359375,4780.37109375,1378.125,4952.63671875,4974.169921875,1571.923828125,1636.5234375,4952.63671875,63945,44100,Brown-headed Cowbird
3165.380859375,55,2179.317341151332,4609,1464.2578125,2519.384765625,4758.837890625,3186.9140625,3143.84765625,3165.380859375,3014.6484375,3229.98046875,63945,44100,Blue Jay
3117.1875,55,2064.6758144450405,4525,2367.1875,3070.3125,3140.625,3093.75,3046.875,3046.875,3000.0,3000.0,69600,48000,Tufted Titmouse
7321.2890625,69,4282.309241202705,9816,6847.55859375,7428.955078125,6847.55859375,7450.48828125,7579.6875,6933.69140625,6696.826171875,6847.55859375,63945,44100,Tufted Titmouse
1378.125,40,1079.5148503509004,2000,3014.6484375,2174.853515625,2045.654296875,1679.58984375,1830.322265625,1205.859375,1378.125,1356.591796875,63945,44100,American Crow
2670.1171875,31,2179.317341151332,4543,1399.658203125,3186.9140625,2885.44921875,3186.9140625,3251.513671875,3079.248046875,3122.314453125,1313.525390625,63945,44100,Scarlet Tanager
3984.375,59,2562.8682859474306,5526,4031.25,4007.8125,3937.5,3960.9375,6468.75,6515.625,6515.625,6539.0625,69600,48000,Carolina Chickadee
2390.625,51,1663.3262981669018,3470,4289.0625,1523.4375,2484.375,2390.625,2812.5,2742.1875,4335.9375,4500.0,69600,48000,Bald Eagle
6244.62890625,67,3948.8907608530103,9134,2476.318359375,3445.3125,7579.6875,8354.8828125,7213.623046875,6567.626953125,6330.76171875,6223.095703125,63945,44100,Carolina Chickadee
2812.5,53,1903.9211763064616,4078,2460.9375,2812.5,2859.375,2789.0625,2460.9375,2507.8125,2460.9375,2789.0625,69600,48000,Tufted Titmouse
4457.373046875,61,2933.5790620740468,6446,4586.572265625,2777.783203125,4543.505859375,4629.638671875,4586.572265625,2906.982421875,2002.587890625,2390.185546875,63945,44100,American Robin
3079.248046875,54,2121.2222434897826,4471,2863.916015625,2993.115234375,2756.25,2971.58203125,2863.916015625,2605.517578125,2476.318359375,2562.451171875,63945,44100,Rose-breasted Grosbeak
3210.9375,56,2300.3243609551837,4664,2273.4375,2882.8125,2203.125,2179.6875,3984.375,3515.625,3281.25,3328.125,69600,48000,Scarlet Tanager
1804.6875,46,1339.9945670973298,2548,1781.25,1335.9375,1312.5,1851.5625,1757.8125,1546.875,1453.125,1781.25,69600,48000,American Crow
2476.318359375,51,1803.7666800985344,3597,2540.91796875,2562.451171875,2605.517578125,2476.318359375,2605.517578125,2540.91796875,2583.984375,3380.712890625,63945,44100,Rose-breasted Grosbeak
8570.21484375,73,5035.978165116576,12424,3531.4453125,2777.783203125,8850.146484375,8807.080078125,8677.880859375,8591.748046875,8462.548828125,8570.21484375,63945,44100,Purple Finch
3273.046875,56,2300.3243609551837,110,2131.787109375,3337.646484375,4694.23828125,4198.974609375,3703.7109375,3445.3125,3359.1796875,3316.11328125,63945,44100,Red-winged Blackbird
1442.724609375,41,1139.4551226592705,2070,1399.658203125,1507.32421875,1981.0546875,1313.525390625,1378.125,1335.05859375,1378.125,1356.591796875,63945,44100,American Crow
2625.0,52,1803.7666800985344,3822,2039.0625,2601.5625,2226.5625,2414.0625,2554.6875,2601.5625,2671.875,2109.375,69600,48000,Tufted Titmouse
10486.669921875,76,6084.4867942113715,15214,10443.603515625,10335.9375,10271.337890625,10185.205078125,10422.0703125,10465.13671875,10335.9375,10314.404296875,63945,44100,Carolina Chickadee
2460.9375,13,1708.8807439736054,117,2460.9375,2484.375,2507.8125,2507.8125,2906.25,2484.375,2437.5,2460.9375,69600,48000,Tufted Titmouse
1356.591796875,40,1050.7377101547431,1960,1227.392578125,1421.19140625,1507.32421875,1528.857421875,1335.05859375,1378.125,1248.92578125,1442.724609375,63945,44100,American Crow
2842.3828125,53,2009.6367704220825,4126,2411.71875,2713.18359375,2734.716796875,2842.3828125,2734.716796875,2217.919921875,2153.3203125,2131.787109375,63945,44100,Tufted Titmouse
2343.75,50,1663.3262981669018,3385,7757.8125,7781.25,7734.375,6984.375,2507.8125,2320.3125,2390.625,2437.5,69600,48000,Eastern Bluebird
5318.701171875,14,3357.9119772274435,620,1528.857421875,1313.525390625,1464.2578125,1313.525390625,5340.234375,5103.369140625,5361.767578125,4155.908203125,63945,44100,Rose-breasted Grosbeak
2476.318359375,51,1803.7666800985344,3603,3962.109375,2390.185546875,2325.5859375,2497.8515625,2390.185546875,2519.384765625,2540.91796875,2476.318359375,63945,44100,Tufted Titmouse
4758.837890625,53,3096.466610829576,6913,2476.318359375,1528.857421875,2885.44921875,2110.25390625,3940.576171875,2110.25390625,2174.853515625,3660.64453125,63945,44100,Red-winged Blackbird
1851.5625,45,1339.9945670973298,2602,1195.3125,1242.1875,1335.9375,1289.0625,1265.625,1804.6875,1804.6875,1781.25,69600,48000,American Crow
2627.05078125,52,1853.1674450398705,3829,2648.583984375,2627.05078125,2627.05078125,2282.51953125,2562.451171875,2691.650390625,2691.650390625,3100.78125,63945,44100,Tufted Titmouse
4242.041015625,60,2779.2601035454527,6136,4220.5078125,4263.57421875,3359.1796875,6330.76171875,6632.2265625,6373.828125,6309.228515625,6266.162109375,63945,44100,Carolina Chickadee
3562.5,57,2300.3243609551837,5073,3585.9375,3562.5,2718.75,3468.75,3257.8125,3257.8125,2671.875,3515.625,69600,48000,Blue Jay
4500.439453125,18,2855.377251401062,131,4155.908203125,2906.982421875,2820.849609375,1248.92578125,4371.240234375,4500.439453125,1507.32421875,3359.1796875,63945,44100,Red-winged Blackbird
3423.779296875,57,2363.324628283645,4953,14233.447265625,15590.0390625,17075.830078125,1335.05859375,3337.646484375,1313.525390625,1464.2578125,4543.505859375,63945,44100,Purple Finch
1528.857421875,14,1202.7235902613256,174,1399.658203125,1313.525390625,1270.458984375,1399.658203125,1528.857421875,1593.45703125,1442.724609375,1356.591796875,63945,44100,Canada Goose
2540.91796875,51,1803.7666800985344,3663,2390.185546875,2540.91796875,2519.384765625,2497.8515625,3832.91015625,3703.7109375,3552.978515625,3316.11328125,63945,44100,Scarlet Tanager
2476.318359375,50,1708.8807439736054,160,3014.6484375,2368.65234375,2519.384765625,1248.92578125,2304.052734375,2583.984375,2799.31640625,2433.251953125,63945,44100,American Robin
3100.78125,54,2121.2222434897826,4498,1378.125,1550.390625,3122.314453125,3100.78125,2799.31640625,3100.78125,3057.71484375,3100.78125,63945,44100,Rose-breasted Grosbeak
3328.125,56,2179.317341151332,4840,3304.6875,3281.25,3257.8125,3210.9375,3000.0,3140.625,3140.625,3187.5,69600,48000,Blue Jay
2454.78515625,32,2009.6367704220825,141,1205.859375,1205.859375,1313.525390625,1550.390625,3703.7109375,1270.458984375,3832.91015625,3380.712890625,63945,44100,Scarlet Tanager
2648.583984375,28,1903.9211763064616,3839,1313.525390625,8419.482421875,8419.482421875,1313.525390625,2648.583984375,4349.70703125,2648.583984375,4392.7734375,63945,44100,Blue Jay
8031.884765625,71,4771.063912195746,11652,1205.859375,1744.189453125,1507.32421875,7988.818359375,7385.888671875,7708.88671875,7859.619140625,1571.923828125,63945,44100,Tufted Titmouse
2713.18359375,52,1956.0649283422904,3942,1313.525390625,1335.05859375,1378.125,1313.525390625,2756.25,2670.1171875,2756.25,1787.255859375,63945,44100,Blue Jay
3079.248046875,54,2121.2222434897826,4471,3143.84765625,1399.658203125,3079.248046875,2476.318359375,3057.71484375,3079.248046875,2131.787109375,2131.787109375,63945,44100,American Robin
1012.060546875,14,759.79382673208,126,1248.92578125,1356.591796875,1464.2578125,1464.2578125,2217.919921875,1248.92578125,1227.392578125,1421.19140625,63945,44100,Red-winged Blackbird
2507.8125,51,1755.6828148163845,3653,2507.8125,2554.6875,2531.25,2625.0,2507.8125,2507.8125,2531.25,2531.25,69600,48000,Tufted Titmouse
3316.11328125,55,2179.317341151332,4614,6158.49609375,7687.353515625,7687.353515625,6481.494140625,4651.171875,2863.916015625,3057.71484375,5813.96484375,63945,44100,Purple Finch
